ISBN,avg_rating,num_ratings,weighted_rating
0553274295,8.666666666666666,57,8.358521915039688
0140620222,9.0,27,8.35373088467088
0740704818,8.933333333333334,30,8.352597687374349
0525947647,8.615384615384615,65,8.348767136159717
0440418321,9.136363636363637,22,8.348701633004671
0385729340,9.04,25,8.34776071669826
0553272535,8.532608695652174,92,8.345174785501852
0836218981,9.352941176470589,17,8.342445734590605
0064409422,9.352941176470589,17,8.342445734590605
006440188X,9.2,20,8.341824434504883
0449212602,8.495495495495495,111,8.34103907494974
0449005615,8.483333333333333,120,8.340557466098714
038548951X,8.82857142857143,35,8.339665679969745
0394800168,9.090909090909092,22,8.326962502569888
0679879269,9.210526315789474,19,8.326518026004997
0671741039,9.375,16,8.326006877955372
0517693119,9.375,16,8.326006877955372
0064471047,8.714285714285714,42,8.31879204724568
0440237688,8.925925925925926,27,8.31451519839637
0671041789,8.48936170212766,94,8.31390063659504
0060938455,8.415584415584416,154,8.309215028754016
0517149257,9.045454545454545,22,8.305223372135107
0060256737,9.045454545454545,22,8.305223372135107
0394747232,9.3125,16,8.301006877955372
0836217241,9.3125,16,8.301006877955372
0140430725,8.787878787878787,33,8.298952195056401
0064471101,8.72972972972973,37,8.295742215052702
0451167716,8.764705882352942,34,8.293797846865774
0553375407,8.457446808510639,94,8.288476907781483
0312099045,9.727272727272727,11,8.286865003377567
1400031354,8.452631578947368,95,8.28605273208584
1844262553,8.6,50,8.28432804213804
0811801802,8.757575757575758,33,8.281408335407278
0394820371,8.551724137931034,58,8.280978964856278
1400032717,8.588235294117647,51,8.280537001576198
0440220424,8.8,30,8.278523613300276
0553211404,8.642857142857142,42,8.273337501791135
0811802981,8.916666666666666,24,8.271672398296143
0812533550,9.461538461538462,13,8.27135878697878
0684874350,8.386363636363637,132,8.26948894306548
0671727796,8.492753623188406,69,8.269250270088332
0670894605,8.516129032258064,62,8.267910175793196
038001503X,9.0,21,8.267561669293663
0394404289,9.0,21,8.267561669293663
0451169530,8.485714285714286,70,8.266385905512923
0394823370,9.8,10,8.26589044465338
0312992416,9.8,10,8.26589044465338
044022425X,8.727272727272727,33,8.263864475758155
0375725849,8.727272727272727,33,8.263864475758155
0060248025,8.766666666666667,30,8.260005094781757
0743227441,8.431818181818182,88,8.259288170698348
0440215625,8.471428571428572,70,8.255747607640583
0440235502,8.741935483870968,31,8.255277729422087
0842329250,8.574468085106384,47,8.254088381946689
0316693006,8.508474576271187,59,8.253497290580901
0394800184,9.5,12,8.251118753283745
0553213156,9.1875,16,8.251006877955371
0553573314,9.1875,16,8.251006877955371
0446310492,9.1875,16,8.251006877955371
0375701907,8.785714285714286,28,8.250774521504132
0064404773,9.117647058823529,17,8.244884758980849
0395177111,9.055555555555555,18,8.239054169481305
0375422307,9.055555555555555,18,8.239054169481305
1592400876,8.5,56,8.238003438977685
0842329218,8.406976744186046,86,8.236729773801954
3499224615,9.7,10,8.236478679947496
0740723367,8.777777777777779,27,8.23608382584735
0312924585,8.366071428571429,112,8.235590258222167
0345458915,9.0,19,8.233494770191044
0836218833,9.0,19,8.233494770191044
0345413369,8.555555555555555,45,8.232467755336447
0345413377,8.75,28,8.231543752273364
0451163966,8.5,54,8.231285578438651
0553213172,8.833333333333334,24,8.230005731629475
0553148001,8.95,20,8.22818807086852
0836218051,8.95,20,8.22818807086852
1853261580,8.95,20,8.22818807086852
0515136530,8.509803921568627,51,8.227203668242865
0020442203,8.724137931034482,29,8.227175002230469
0451166892,8.39080459770115,87,8.225588064128061
0553208845,8.5,52,8.2242141462923
1577780728,9.416666666666666,12,8.223340975505966
0060263857,9.416666666666666,12,8.223340975505966
3522128001,9.416666666666666,12,8.223340975505966
0877733759,8.76923076923077,26,8.220805502364296
0394800893,10.0,8,8.220008597444213
0553348981,8.67741935483871,31,8.218914093058451
0440901588,8.863636363636363,22,8.218266850395974
0140386335,8.863636363636363,22,8.218266850395974
0689714335,9.307692307692308,13,8.217304732924726
0805062971,8.5,50,8.21676047457047
0064400018,8.74074074074074,27,8.216475982710094
0451526341,8.369565217391305,92,8.215864440674267
0609608444,8.65625,32,8.215004912825265
0451179285,8.826086956521738,23,8.213622874855634
0345418913,9.777777777777779,9,8.213341670248935
0553562738,8.714285714285714,28,8.212312983042594
0394800133,8.947368421052632,19,8.210238956237555
0671705091,8.791666666666666,24,8.209172398296143
0345391802,8.402777777777779,72,8.208752865814738
3551551936,9.6,10,8.207066915241613
0060175400,8.384615384615385,78,8.206277207041323
0064405052,9.133333333333333,15,8.206160900467047
0930289595,9.133333333333333,15,8.206160900467047
0836218353,8.9,20,8.205460798141246
076790592X,8.48,50,8.203246961056958
0141301058,9.454545454545455,11,8.201150717663282
0743444477,9.454545454545455,11,8.201150717663282
0553256696,9.0625,16,8.201006877955372
0375400117,8.5,46,8.20057535883164
0330267388,8.703703703703704,27,8.19686813957284
0590112899,8.818181818181818,22,8.196527719961193
0393050939,8.818181818181818,22,8.196527719961193
0553213164,8.818181818181818,22,8.196527719961193
0312990456,8.397058823529411,68,8.196089946937118
0689711522,9.333333333333334,12,8.19556319772819
0618129081,9.333333333333334,12,8.19556319772819
0449911519,8.479166666666666,48,8.195003821086317
1551668998,8.552631578947368,38,8.19419798577766
0860074382,8.678571428571429,28,8.193082213811824
0312971346,8.352941176470589,85,8.1930300469561
0553573403,8.5,44,8.191768751738454
0345272579,9.23076923076923,13,8.1902777058977
039480029X,8.894736842105264,19,8.186983142284067
0446532231,8.337078651685394,89,8.186197124939955
0679879250,9.142857142857142,14,8.18527039784776
0679805273,9.142857142857142,14,8.18527039784776
0142001805,8.382352941176471,68,8.185220381719727
0812575717,8.72,25,8.184495410575813
038533558X,8.72,25,8.184495410575813
0064400042,8.72,25,8.184495410575813
039592720X,8.364864864864865,74,8.184084439981785
0842329269,8.555555555555555,36,8.18400458530358
0762409533,9.666666666666666,9,8.183038639945904
0060391626,8.36,75,8.18222500119409
0679721037,8.692307692307692,26,8.180805502364297
015602943X,8.692307692307692,26,8.180805502364297
0399151060,9.066666666666666,15,8.180519874826022
0618129030,9.066666666666666,15,8.180519874826022
0865471185,8.80952380952381,21,8.178672780404774
0440180295,8.337349397590362,83,8.177946496431915
3551551693,9.5,10,8.177655150535731
0553242954,9.5,10,8.177655150535731
0394800796,9.5,10,8.177655150535731
0836217012,9.0,16,8.176006877955372
0446520802,8.410714285714286,56,8.175503438977685
0684823780,9.363636363636363,11,8.172579289091853
0836218663,9.363636363636363,11,8.172579289091853
0836218256,8.941176470588236,17,8.171714027273532
0142001430,8.318181818181818,88,8.170002456412632
0967673747,9.25,12,8.167785419950413
0441068804,9.25,12,8.167785419950413
0451519841,8.88888888888889,18,8.167625598052734
067172262X,8.708333333333334,24,8.167505731629475
0345350685,8.6,30,8.167412502189164
0553278223,8.6,30,8.167412502189164
0679785892,8.527777777777779,36,8.167337918636914
0316666343,8.185289957567186,707,8.166949760763632
038549081X,8.35820895522388,67,8.16527774855181
1931561648,8.513513513513514,37,8.164594674069097
0767903854,8.842105263157896,19,8.163727328330578
020530902X,9.153846153846153,13,8.163250678870671
0064401871,9.153846153846153,13,8.163250678870671
0394800206,9.153846153846153,13,8.163250678870671
089471838X,10.0,7,8.162589519942415
1571456988,10.0,7,8.162589519942415
0380001411,8.5625,32,8.161433484253836
0440967694,8.5625,32,8.161433484253836
0670813648,8.653846153846153,26,8.160805502364298
0553382179,8.8,20,8.160006252686701
0440204887,8.444444444444445,45,8.160003987220506
0385490445,8.487179487179487,39,8.15936944632087
0805063897,8.253731343283581,134,8.158482753912752
0060916508,8.403846153846153,52,8.15842467260809
0694003611,9.75,8,8.157508597444213
0441790348,8.333333333333334,72,8.156669532481406
0156007754,8.425531914893616,47,8.155496832650913
0064404994,9.0,15,8.154878849184996
0441008615,9.0,15,8.154878849184996
0374525641,8.607142857142858,28,8.154620675350287
0440223202,8.38888888888889,54,8.154362501515575
950491036X,9.555555555555555,9,8.152735609642875
0312872402,9.555555555555555,9,8.152735609642875
0553212419,9.555555555555555,9,8.152735609642875
067162461X,9.555555555555555,9,8.152735609642875
0380542625,9.555555555555555,9,8.152735609642875
0670855030,8.586206896551724,29,8.151703304117262
0312195516,8.182767624020888,383,8.14997610594156
0385510438,8.34920634920635,63,8.149888219749597
0440404193,8.695652173913043,23,8.149793087621592
0141301155,8.695652173913043,23,8.149793087621592
0962959170,9.4,10,8.148243385829849
0451456734,9.4,10,8.148243385829849
0671001795,8.258928571428571,112,8.14735496410452
0679893105,8.882352941176471,17,8.147323783371094
0316346624,8.882352941176471,17,8.147323783371094
0380978415,8.666666666666666,24,8.146672398296143
0064401847,8.473684210526315,38,8.145810889003466
0451190491,8.473684210526315,38,8.145810889003466
0312265859,8.384615384615385,52,8.145266777871248
0671496174,9.272727272727273,11,8.144007860520425
1576738167,9.272727272727273,11,8.144007860520425
0397306938,9.272727272727273,11,8.144007860520425
006447108X,8.833333333333334,18,8.14381607424321
0064471837,8.64,25,8.143679084045202
0449213943,8.53125,32,8.143576341396694
0515102636,8.615384615384615,26,8.140805502364296
0316779059,9.166666666666666,12,8.140007642172634
0345272587,9.166666666666666,12,8.140007642172634
0671690094,9.166666666666666,12,8.140007642172634
0765342294,9.166666666666666,12,8.140007642172634
068484267X,8.26530612244898,98,8.139674386214876
0446532452,8.5,34,8.138625433072669
0670032379,8.5,34,8.138625433072669
1573229725,8.592592592592593,27,8.138044610161076
1563890119,8.75,20,8.137278979959428
0395083567,8.75,20,8.137278979959428
0553213105,8.428571428571429,42,8.136973865427498
0141301066,9.076923076923077,13,8.136223651843645
0140133488,9.076923076923077,13,8.136223651843645
037542217X,9.076923076923077,13,8.136223651843645
0060987561,8.26595744680851,94,8.135934534900127
0553277537,8.571428571428571,28,8.135389906119517
0062502174,8.714285714285714,21,8.13422833596033
8807813025,8.714285714285714,21,8.13422833596033
0891075275,8.714285714285714,21,8.13422833596033
0804106304,8.195876288659793,194,8.13321227118447
2070408507,9.0,14,8.13263881890039
0385480334,9.857142857142858,7,8.130331455426285
067974388X,8.933333333333334,15,8.12923782354397
0515134481,8.933333333333334,15,8.12923782354397
0836213122,8.933333333333334,15,8.12923782354397
0812515285,8.933333333333334,15,8.12923782354397
0020868308,9.625,8,8.126258597444213
0064405036,9.625,8,8.126258597444213
0142004030,8.875,16,8.126006877955371
0064440508,8.875,16,8.126006877955371
0345453743,8.875,16,8.126006877955371
0786808551,8.625,24,8.12583906496281
0743439740,8.5,32,8.12571919853955
0060930535,8.178899082568808,218,8.124133368257088
0380818191,8.823529411764707,17,8.122933539468654
0836220498,8.823529411764707,17,8.122933539468654
8806143042,8.823529411764707,17,8.122933539468654
0553251481,8.823529411764707,17,8.122933539468654
1563891336,9.444444444444445,9,8.122432579339844
0679723161,8.36,50,8.122165879975876
1573225789,8.25,92,8.12103685446737
0671527215,8.576923076923077,26,8.120805502364297
0446353205,8.777777777777779,18,8.120006550433686
0064408639,8.777777777777779,18,8.120006550433686
0142000663,8.457142857142857,35,8.119326696918897
1573225517,8.346153846153847,52,8.118950988397565
0553802496,8.444444444444445,36,8.117337918636913
0316710571,8.736842105263158,19,8.1172157004236
0553351397,8.736842105263158,19,8.1172157004236
0385512104,8.333333333333334,54,8.115900963054036
0843944463,9.181818181818182,11,8.115436431948996
0836211499,9.181818181818182,11,8.115436431948996
0020532105,9.181818181818182,11,8.115436431948996
3551551685,9.181818181818182,11,8.115436431948996
0091842050,9.181818181818182,11,8.115436431948996
0152567089,9.181818181818182,11,8.115436431948996
034541005X,9.181818181818182,11,8.115436431948996
0553287893,8.7,20,8.114551707232156
0451166582,8.421052631578947,38,8.113552824487336
1400031362,8.361702127659575,47,8.113243311524153
0553205587,9.083333333333334,12,8.112229864394855
0553802526,9.083333333333334,12,8.112229864394855
0671517643,9.083333333333334,12,8.112229864394855
0394551907,9.083333333333334,12,8.112229864394855
0152050167,9.083333333333334,12,8.112229864394855
0380702843,8.666666666666666,21,8.112006113738108
8845205118,8.666666666666666,21,8.112006113738108
0679430946,8.666666666666666,21,8.112006113738108
0553213180,8.636363636363637,22,8.109571198222064
3423071516,9.0,13,8.109196624816619
0763616052,9.0,13,8.109196624816619
0451160959,9.0,13,8.109196624816619
0064408663,9.0,13,8.109196624816619
0451457994,9.0,13,8.109196624816619
0312422156,8.305084745762711,59,8.108918977327889
0316096199,8.19548872180451,133,8.10853678419245
0836218515,8.608695652173912,23,8.10723989613223
0451187849,8.928571428571429,14,8.106323029426706
0525947299,8.454545454545455,33,8.10596973891605
0679457526,8.372093023255815,43,8.105078733107685
0440111498,8.583333333333334,24,8.105005731629475
0252006860,8.866666666666667,15,8.103596797902945
0451526554,8.866666666666667,15,8.103596797902945
0836221311,8.866666666666667,15,8.103596797902945
0446672211,8.142372881355932,295,8.103574530151144
0395282659,10.0,6,8.101342503940495
0395193958,10.0,6,8.101342503940495
0679821481,10.0,6,8.101342503940495
0394831292,10.0,6,8.101342503940495
0743260244,8.8125,16,8.10100687795537
0393316041,8.8125,16,8.10100687795537
0689710682,8.8125,16,8.10100687795537
0743455967,8.538461538461538,26,8.100805502364297
0393317552,8.416666666666666,36,8.100671251970248
0767902521,8.20754716981132,106,8.100309808601653
0451190564,8.518518518518519,27,8.098828923886565
0064471063,8.518518518518519,27,8.098828923886565
081297106X,8.518518518518519,27,8.098828923886565
0486284735,8.764705882352942,17,8.098543295566216
0689818769,8.764705882352942,17,8.098543295566216
0395645662,9.714285714285714,7,8.098073390910155
006019250X,9.714285714285714,7,8.098073390910155
0684842319,9.714285714285714,7,8.098073390910155
0765343266,9.714285714285714,7,8.098073390910155
0553212427,9.714285714285714,7,8.098073390910155
0152023984,9.714285714285714,7,8.098073390910155
3458171703,9.714285714285714,7,8.098073390910155
0440977096,9.714285714285714,7,8.098073390910155
3499224623,9.714285714285714,7,8.098073390910155
0425083837,8.333333333333334,48,8.097781598864096
0345348109,8.384615384615385,39,8.095877382828807
0671526022,9.5,8,8.095008597444213
0823401898,9.5,8,8.095008597444213
0385326335,9.5,8,8.095008597444213
1551669501,9.5,8,8.095008597444213
0931432820,9.5,8,8.095008597444213
0385420161,8.278688524590164,61,8.094591471978998
0375703764,8.375,40,8.094379298722107
014131088X,8.375,40,8.094379298722107
0451194861,8.68421052631579,19,8.093959886470113
0894805770,8.313725490196079,51,8.093870334909532
0486250334,9.333333333333334,9,8.092129549036814
0020418809,9.333333333333334,9,8.092129549036814
0380698714,8.65,20,8.091824434504883
089480829X,8.265625,64,8.091366762706986
0553280368,8.296296296296296,54,8.090259937413009
0375701214,8.619047619047619,21,8.089783891515886
0743407075,9.2,10,8.089419856418084
0451628047,9.2,10,8.089419856418084
0452284694,9.2,10,8.089419856418084
0553250426,8.213483146067416,89,8.088851992196592
052594527X,8.424242424242424,33,8.088425879266927
0671776975,8.590909090909092,22,8.08783206778728
0394900014,9.090909090909092,11,8.086865003377568
0312169787,9.090909090909092,11,8.086865003377568
0895297272,9.090909090909092,11,8.086865003377568
0316107417,9.090909090909092,11,8.086865003377568
0385311400,9.090909090909092,11,8.086865003377568
0671042556,8.565217391304348,23,8.085963300387549
0553280511,9.0,12,8.084452086617079
0671776096,9.0,12,8.084452086617079
038039586X,9.0,12,8.084452086617079
0440226198,9.0,12,8.084452086617079
0345424603,9.0,12,8.084452086617079
0380774933,9.0,12,8.084452086617079
014034294X,8.541666666666666,24,8.084172398296143
0812517725,8.541666666666666,24,8.084172398296143
0060199652,8.266666666666667,60,8.083812799026367
0743437802,8.378378378378379,37,8.082627460954342
0807083054,8.52,25,8.082454594249283
0060934417,8.150943396226415,159,8.08218729572795
0930289234,8.923076923076923,13,8.08216959778959
068816112X,8.923076923076923,13,8.08216959778959
0765343436,8.923076923076923,13,8.08216959778959
0671729454,8.923076923076923,13,8.08216959778959
0451173317,8.5,26,8.080805502364296
0140177396,8.294117647058824,51,8.080537001576198
0060959037,8.159420289855072,138,8.080495525421078
0765345048,8.857142857142858,14,8.080007239953021
0684196395,8.857142857142858,14,8.080007239953021
0553212737,8.857142857142858,14,8.080007239953021
0375713344,8.857142857142858,14,8.080007239953021
0553273914,8.246153846153845,65,8.079104214811402
015668568X,8.8,15,8.07795577226192
0525946284,8.8,15,8.07795577226192
0671434225,8.8,15,8.07795577226192
0553269224,8.8,15,8.07795577226192
0804115613,8.464285714285714,28,8.077697598427209
0767902513,8.448275862068966,29,8.076231606004054
0062516590,8.75,16,8.076006877955372
0064400565,8.75,16,8.076006877955372
0312983867,8.228571428571428,70,8.074896543810794
0374332657,8.705882352941176,17,8.074153051663776
0393312836,8.419354838709678,31,8.073459547603907
0842329242,8.254237288135593,59,8.072774399014637
0441003257,8.195402298850574,87,8.07243491097491
0395927218,8.666666666666666,18,8.072387502814639
0312950586,8.666666666666666,18,8.072387502814639
0943233437,8.666666666666666,18,8.072387502814639
0688163165,8.666666666666666,18,8.072387502814639
0684801221,8.40625,32,8.072147769968122
0875421180,8.40625,32,8.072147769968122
0385730586,8.245901639344263,61,8.071062060214292
0671032658,8.631578947368421,19,8.070704072516625
0140620109,8.631578947368421,19,8.070704072516625
0345465083,8.241935483870968,62,8.070235757188545
0452269571,8.238095238095237,63,8.069428449634653
0525945210,8.6,20,8.06909716177761
044990928X,8.6,20,8.06909716177761
0842329293,8.6,20,8.06909716177761
8445071416,8.6,20,8.06909716177761
037582233X,8.371428571428572,35,8.068479239291777
0590660543,8.371428571428572,35,8.068479239291777
0590464639,9.833333333333334,6,8.068009170607162
0048230871,9.833333333333334,6,8.068009170607162
0671743481,9.833333333333334,6,8.068009170607162
0671027344,8.23076923076923,65,8.067868259755222
0786867647,8.23076923076923,65,8.067868259755222
0684801051,8.571428571428571,21,8.067561669293664
0064471055,8.545454545454545,22,8.066092937352497
0451128389,9.571428571428571,7,8.065815326394027
0380002558,9.571428571428571,7,8.065815326394027
0345318587,9.571428571428571,7,8.065815326394027
0198117477,9.571428571428571,7,8.065815326394027
0394809378,9.571428571428571,7,8.065815326394027
0062509594,9.571428571428571,7,8.065815326394027
8478885196,9.571428571428571,7,8.065815326394027
0671001132,8.521739130434783,23,8.064686704642869
0373835280,9.375,8,8.063758597444213
0066214769,9.375,8,8.063758597444213
0385314388,9.375,8,8.063758597444213
0156004801,9.375,8,8.063758597444213
0312957572,9.375,8,8.063758597444213
0740721984,9.375,8,8.063758597444213
0060254920,9.375,8,8.063758597444213
0889740224,9.375,8,8.063758597444213
0671744577,9.375,8,8.063758597444213
0064440044,9.375,8,8.063758597444213
0374516812,9.375,8,8.063758597444213
0060168013,8.5,24,8.06333906496281
0446523569,8.325,40,8.063129298722107
0385324138,9.222222222222221,9,8.061826518733783
0330284142,9.222222222222221,9,8.061826518733783
0671027360,8.100371747211897,269,8.061570904840325
0553574639,8.461538461538462,26,8.060805502364296
1853260045,9.1,10,8.060008091712202
0898159954,9.1,10,8.060008091712202
0805063196,9.1,10,8.060008091712202
0684859300,9.1,10,8.060008091712202
0060930934,9.1,10,8.060008091712202
0446533041,9.1,10,8.060008091712202
1555611435,9.1,10,8.060008091712202
0812550757,8.444444444444445,27,8.059613237612055
0679879242,8.428571428571429,28,8.05846682919644
0452261368,9.0,11,8.05829357480614
0385121679,9.0,11,8.05829357480614
006097673X,9.0,11,8.05829357480614
0385302304,9.0,11,8.05829357480614
0380977788,8.222222222222221,63,8.05793419676109
3453146972,8.916666666666666,12,8.0566743088393
0451171357,8.916666666666666,12,8.0566743088393
0671204971,8.916666666666666,12,8.0566743088393
0440487617,8.4,30,8.056301391078053
0140042598,8.26530612244898,49,8.055346234496094
0486284999,8.846153846153847,13,8.055142570762564
042507160X,8.846153846153847,13,8.055142570762564
0836220676,8.846153846153847,13,8.055142570762564
0767908171,8.846153846153847,13,8.055142570762564
0836218523,8.846153846153847,13,8.055142570762564
0099771519,8.174418604651162,86,8.054911591983771
0385503857,8.375,32,8.05429062711098
0060294698,8.785714285714286,14,8.053691450479338
0812968379,8.785714285714286,14,8.053691450479338
1558745157,8.2,70,8.053619948066114
0310205719,8.352941176470589,34,8.052418536520946
0786808012,8.733333333333333,15,8.052314746620894
068482499X,8.733333333333333,15,8.052314746620894
0836220854,8.733333333333333,15,8.052314746620894
0836220870,8.733333333333333,15,8.052314746620894
0385491026,8.733333333333333,15,8.052314746620894
0064471071,8.733333333333333,15,8.052314746620894
0064471098,8.733333333333333,15,8.052314746620894
0345338545,8.733333333333333,15,8.052314746620894
0836220730,8.6875,16,8.051006877955372
0312966091,8.157894736842104,95,8.05075861443878
0446530522,8.324324324324325,37,8.04984057570844
0380709562,8.61111111111111,18,8.048577979005115
0553280643,8.61111111111111,18,8.048577979005115
0451191153,8.307692307692308,39,8.04825833520976
0449215296,8.578947368421053,19,8.047448258563136
0590457225,8.578947368421053,19,8.047448258563136
3404118960,8.55,20,8.046369889050338
0671822209,8.55,20,8.046369889050338
0060830956,8.55,20,8.046369889050338
2253044903,8.55,20,8.046369889050338
3746614007,8.55,20,8.046369889050338
0553562967,8.523809523809524,21,8.045339447071441
0156001314,8.523809523809524,21,8.045339447071441
0688163173,8.523809523809524,21,8.045339447071441
0061092177,8.478260869565217,23,8.043410108898188
0671623249,8.458333333333334,24,8.042505731629475
0449912558,8.24,50,8.041084798894795
038533348X,8.423076923076923,26,8.040805502364297
0312966970,8.135922330097088,103,8.039687205655236
0684833395,8.226415094339623,53,8.039484092444349
0375826688,8.392857142857142,28,8.03923605996567
0441001971,8.379310344827585,29,8.03849575694745
0515122734,8.35483870967742,31,8.03709591124027
0373790651,10.0,5,8.035871555800512
0679722017,10.0,5,8.035871555800512
0842377506,10.0,5,8.035871555800512
1563054671,10.0,5,8.035871555800512
1560255102,10.0,5,8.035871555800512
1565548353,10.0,5,8.035871555800512
0044409494,10.0,5,8.035871555800512
1558532854,10.0,5,8.035871555800512
0807068195,9.666666666666666,6,8.034675837273829
0849912970,9.666666666666666,6,8.034675837273829
0877799156,9.666666666666666,6,8.034675837273829
031286860X,9.666666666666666,6,8.034675837273829
0307010368,9.666666666666666,6,8.034675837273829
0486268659,9.666666666666666,6,8.034675837273829
0064400980,9.666666666666666,6,8.034675837273829
0060194995,9.666666666666666,6,8.034675837273829
1561840564,9.666666666666666,6,8.034675837273829
0395071224,9.666666666666666,6,8.034675837273829
0689859368,9.666666666666666,6,8.034675837273829
017443460X,9.666666666666666,6,8.034675837273829
0151008116,8.138297872340425,94,8.034239619645888
0671880314,8.305555555555555,36,8.034004585303581
0865714088,9.428571428571429,7,8.033557261877899
0684835770,9.428571428571429,7,8.033557261877899
1573222453,9.428571428571429,7,8.033557261877899
0553240749,9.428571428571429,7,8.033557261877899
0765345013,9.428571428571429,7,8.033557261877899
0345296052,9.428571428571429,7,8.033557261877899
0316107549,9.428571428571429,7,8.033557261877899
0451458222,9.428571428571429,7,8.033557261877899
0812504577,9.428571428571429,7,8.033557261877899
1563893339,9.428571428571429,7,8.033557261877899
067154683X,9.428571428571429,7,8.033557261877899
0380012774,9.428571428571429,7,8.033557261877899
0316777730,8.17910447761194,67,8.033409616683679
0140287248,9.25,8,8.032508597444213
0064405028,9.25,8,8.032508597444213
0394178009,9.25,8,8.032508597444213
0553574353,9.25,8,8.032508597444213
1841721522,9.25,8,8.032508597444213
1563895730,9.25,8,8.032508597444213
1591820073,9.25,8,8.032508597444213
2205054252,9.25,8,8.032508597444213
0757300065,9.25,8,8.032508597444213
0316603570,8.282051282051283,39,8.032385319336743
0805063889,8.275,40,8.031879298722107
060961097X,9.11111111111111,9,8.031523488430754
0380679914,9.11111111111111,9,8.031523488430754
0380432811,9.11111111111111,9,8.031523488430754
1559360615,9.11111111111111,9,8.031523488430754
0451525884,9.11111111111111,9,8.031523488430754
0684847817,9.11111111111111,9,8.031523488430754
0316693251,8.268292682926829,41,8.031388847972536
0425115801,8.268292682926829,41,8.031388847972536
0380977311,9.0,10,8.03059632700632
1558748865,9.0,10,8.03059632700632
0618260250,9.0,10,8.03059632700632
0743444329,9.0,10,8.03059632700632
0448060191,9.0,10,8.03059632700632
0486278077,9.0,10,8.03059632700632
8845247414,9.0,10,8.03059632700632
1853260401,8.909090909090908,11,8.029722146234711
0373802021,8.909090909090908,11,8.029722146234711
067973743X,8.909090909090908,11,8.029722146234711
